datetime,season,year,month,day,dow,hour,holiday,workingday,weather,temp,atemp,humidity,windspeed,regrate,count,casual,registered
2011-4-13 19:00,2,2011,4,13,4,19,0,1,1,18.04,21.97,62,16.9979,91.429,175,15,160
2011-4-13 20:00,2,2011,4,13,4,20,0,1,1,18.04,21.97,62,16.9979,94.444,126,7,119
2011-4-13 21:00,2,2011,4,13,4,21,0,1,1,17.22,21.21,67,11.0014,85.47,117,17,100
2011-4-13 22:00,2,2011,4,13,4,22,0,1,1,17.22,21.21,67,12.998,89.899,99,10,89
2011-4-13 23:00,2,2011,4,13,4,23,0,1,1,16.4,20.455,71,8.9981,91.935,62,5,57
2011-4-14 0:00,2,2011,4,14,5,0,0,1,1,15.58,19.695,76,8.9981,85.714,21,3,18
2011-4-14 1:00,2,2011,4,14,5,1,0,1,1,15.58,19.695,76,15.0013,90,10,1,9
2011-4-14 2:00,2,2011,4,14,5,2,0,1,1,14.76,17.425,76,8.9981,100,3,0,3
2011-4-14 3:00,2,2011,4,14,5,3,0,1,1,13.94,16.665,81,8.9981,100,2,0,2
2011-4-14 4:00,2,2011,4,14,5,4,0,1,1,13.94,18.18,76,0,88.889,9,1,8
2011-4-14 5:00,2,2011,4,14,5,5,0,1,1,13.94,17.425,76,6.0032,85.714,14,2,12
2011-4-14 6:00,2,2011,4,14,5,6,0,1,1,13.94,17.425,76,7.0015,94.286,70,4,66
2011-4-14 7:00,2,2011,4,14,5,7,0,1,1,15.58,19.695,66,0,94.301,193,11,182
2011-4-14 8:00,2,2011,4,14,5,8,0,1,1,17.22,21.21,58,11.0014,93.769,337,21,316
2011-4-14 9:00,2,2011,4,14,5,9,0,1,1,18.86,22.725,51,8.9981,89.412,170,18,152
2011-4-14 10:00,2,2011,4,14,5,10,0,1,1,20.5,24.24,51,12.998,76.404,89,21,68
2011-4-14 11:00,2,2011,4,14,5,11,0,1,1,21.32,25,45,11.0014,75.652,115,28,87
2011-4-14 12:00,2,2011,4,14,5,12,0,1,1,22.14,25.76,42,8.9981,75.862,145,35,110
2011-4-14 13:00,2,2011,4,14,5,13,0,1,1,22.96,26.515,37,15.0013,76.101,159,38,121
2011-4-14 14:00,2,2011,4,14,5,14,0,1,1,22.96,26.515,35,6.0032,73.723,137,36,101
2011-4-14 15:00,2,2011,4,14,5,15,0,1,1,24.6,31.06,31,6.0032,59.859,142,57,85
2011-4-14 16:00,2,2011,4,14,5,16,0,1,1,24.6,30.305,26,7.0015,75.743,202,49,153
2011-4-14 17:00,2,2011,4,14,5,17,0,1,1,24.6,30.305,28,0,87.113,388,50,338
2011-4-14 18:00,2,2011,4,14,5,18,0,1,1,22.96,26.515,30,0,86.053,337,47,290
2011-4-14 19:00,2,2011,4,14,5,19,0,1,1,22.14,25.76,32,0,85.714,259,37,222
2011-4-14 20:00,2,2011,4,14,5,20,0,1,1,20.5,24.24,51,12.998,86.982,169,22,147
2011-4-14 21:00,2,2011,4,14,5,21,0,1,1,18.86,22.725,63,8.9981,86.897,145,19,126
2011-4-14 22:00,2,2011,4,14,5,22,0,1,1,19.68,23.485,55,7.0015,78.846,104,22,82
2011-4-14 23:00,2,2011,4,14,5,23,0,1,1,18.86,22.725,59,7.0015,85.106,47,7,40
2011-4-15 0:00,2,2011,4,15,6,0,1,0,1,18.04,21.97,67,0,77.778,27,6,21
2011-4-15 1:00,2,2011,4,15,6,1,1,0,1,18.04,21.97,62,0,60,15,6,9
2011-4-15 2:00,2,2011,4,15,6,2,1,0,1,16.4,20.455,76,0,55.556,18,8,10
2011-4-15 3:00,2,2011,4,15,6,3,1,0,1,16.4,20.455,76,0,100,3,0,3
2011-4-15 4:00,2,2011,4,15,6,4,1,0,1,15.58,19.695,82,6.0032,100,3,0,3
2011-4-15 5:00,2,2011,4,15,6,5,1,0,1,14.76,18.18,81,7.0015,84.615,13,2,11
2011-4-15 6:00,2,2011,4,15,6,6,1,0,1,14.76,18.18,81,6.0032,89.362,47,5,42
2011-4-15 7:00,2,2011,4,15,6,7,1,0,1,16.4,20.455,71,11.0014,93.289,149,10,139
2011-4-15 8:00,2,2011,4,15,6,8,1,0,1,18.04,21.97,62,19.9995,93,300,21,279
2011-4-15 9:00,2,2011,4,15,6,9,1,0,1,20.5,24.24,55,12.998,91.011,178,16,162
2011-4-15 10:00,2,2011,4,15,6,10,1,0,1,20.5,24.24,55,12.998,74.59,122,31,91
2011-4-15 11:00,2,2011,4,15,6,11,1,0,1,21.32,25,55,12.998,69.853,136,41,95
2011-4-15 12:00,2,2011,4,15,6,12,1,0,1,21.32,25,55,19.0012,77.5,200,45,155
2011-4-15 13:00,2,2011,4,15,6,13,1,0,1,22.14,25.76,52,16.9979,73.889,180,47,133
2011-4-15 14:00,2,2011,4,15,6,14,1,0,1,22.14,25.76,52,16.9979,65.031,163,57,106
2011-4-15 15:00,2,2011,4,15,6,15,1,0,1,22.14,25.76,52,30.0026,69.136,162,50,112
2011-4-15 16:00,2,2011,4,15,6,16,1,0,1,21.32,25,55,32.9975,71.193,243,70,173
2011-4-15 17:00,2,2011,4,15,6,17,1,0,2,20.5,24.24,63,26.0027,80.665,331,64,267
2011-4-15 18:00,2,2011,4,15,6,18,1,0,2,18.86,22.725,67,26.0027,82.129,263,47,216
2011-4-15 19:00,2,2011,4,15,6,19,1,0,1,17.22,21.21,77,26.0027,80.383,209,41,168
2011-4-15 20:00,2,2011,4,15,6,20,1,0,2,16.4,20.455,76,22.0028,77.966,118,26,92
2011-4-15 21:00,2,2011,4,15,6,21,1,0,2,16.4,20.455,76,19.9995,75.49,102,25,77
2011-4-15 22:00,2,2011,4,15,6,22,1,0,2,15.58,19.695,82,26.0027,80,80,16,64
2011-4-15 23:00,2,2011,4,15,6,23,1,0,2,14.76,17.425,81,12.998,87.5,64,8,56
2011-4-16 0:00,2,2011,4,16,7,0,0,0,2,14.76,17.425,81,15.0013,83.721,43,7,36
2011-4-16 1:00,2,2011,4,16,7,1,0,0,2,14.76,16.665,87,19.0012,84.848,33,5,28
2011-4-16 2:00,2,2011,4,16,7,2,0,0,2,14.76,17.425,87,8.9981,79.167,24,5,19
2011-4-16 3:00,2,2011,4,16,7,3,0,0,2,14.76,17.425,87,11.0014,64.286,14,5,9
2011-4-16 4:00,2,2011,4,16,7,4,0,0,2,14.76,17.425,87,15.0013,80,5,1,4
2011-4-16 5:00,2,2011,4,16,7,5,0,0,2,15.58,19.695,87,19.0012,75,4,1,3
2011-4-16 6:00,2,2011,4,16,7,6,0,0,3,16.4,20.455,82,22.0028,90,10,1,9
2011-4-16 7:00,2,2011,4,16,7,7,0,0,2,16.4,20.455,82,27.9993,85.714,21,3,18
2011-4-16 8:00,2,2011,4,16,7,8,0,0,3,16.4,20.455,87,23.9994,84.444,45,7,38
2011-4-16 9:00,2,2011,4,16,7,9,0,0,3,16.4,20.455,100,19.9995,93.103,29,2,27
2011-4-16 10:00,2,2011,4,16,7,10,0,0,3,17.22,21.21,94,26.0027,95.455,22,1,21
2011-4-16 11:00,2,2011,4,16,7,11,0,0,3,17.22,21.21,94,30.0026,87.097,31,4,27
2011-4-16 12:00,2,2011,4,16,7,12,0,0,2,18.86,22.725,88,39.0007,81.25,32,6,26
2011-4-16 13:00,2,2011,4,16,7,13,0,0,3,18.86,22.725,94,35.0008,84.483,58,9,49
2011-4-16 14:00,2,2011,4,16,7,14,0,0,3,21.32,25,83,39.0007,77.778,63,14,49
2011-4-16 15:00,2,2011,4,16,7,15,0,0,3,21.32,25,83,39.0007,79.487,78,16,62
2011-4-16 16:00,2,2011,4,16,7,16,0,0,3,20.5,24.24,88,31.0009,81.818,33,6,27
2011-4-16 17:00,2,2011,4,16,7,17,0,0,3,20.5,24.24,88,39.0007,93.333,15,1,14
2011-4-16 18:00,2,2011,4,16,7,18,0,0,2,20.5,24.24,94,26.0027,84.211,38,6,32
2011-4-16 19:00,2,2011,4,16,7,19,0,0,2,21.32,25,94,27.9993,87.324,71,9,62
2011-4-16 20:00,2,2011,4,16,7,20,0,0,3,18.04,21.97,94,15.0013,92.453,53,4,49
2011-4-16 21:00,2,2011,4,16,7,21,0,0,2,18.04,21.97,94,0,92.857,14,1,13
2011-4-16 22:00,2,2011,4,16,7,22,0,0,3,17.22,21.21,100,0,91.667,24,2,22
2011-4-16 23:00,2,2011,4,16,7,23,0,0,2,18.04,21.97,77,19.0012,85.714,35,5,30
2011-4-17 0:00,2,2011,4,17,1,0,0,0,2,18.04,21.97,77,19.0012,87.879,33,4,29
2011-4-17 1:00,2,2011,4,17,1,1,0,0,1,17.22,21.21,67,15.0013,80.645,31,6,25
2011-4-17 2:00,2,2011,4,17,1,2,0,0,1,16.4,20.455,62,12.998,86.207,29,4,25
2011-4-17 3:00,2,2011,4,17,1,3,0,0,1,16.4,20.455,66,8.9981,52,25,12,13
2011-4-17 4:00,2,2011,4,17,1,4,0,0,1,14.76,18.18,76,7.0015,71.429,7,2,5
2011-4-17 5:00,2,2011,4,17,1,5,0,0,1,14.76,17.425,71,11.0014,33.333,3,2,1
2011-4-17 6:00,2,2011,4,17,1,6,0,0,1,14.76,15.91,66,30.0026,62.5,8,3,5
2011-4-17 7:00,2,2011,4,17,1,7,0,0,1,14.76,16.665,50,23.9994,87.5,16,2,14
2011-4-17 8:00,2,2011,4,17,1,8,0,0,1,15.58,19.695,46,26.0027,83.721,43,7,36
2011-4-17 9:00,2,2011,4,17,1,9,0,0,1,16.4,20.455,43,19.0012,69.608,102,31,71
2011-4-17 10:00,2,2011,4,17,1,10,0,0,1,17.22,21.21,44,30.0026,56.872,211,91,120
2011-4-17 11:00,2,2011,4,17,1,11,0,0,1,18.86,22.725,41,27.9993,60.855,304,119,185
2011-4-17 12:00,2,2011,4,17,1,12,0,0,1,18.86,22.725,38,26.0027,52.825,354,167,187
2011-4-17 13:00,2,2011,4,17,1,13,0,0,1,20.5,24.24,34,26.0027,47.23,343,181,162
2011-4-17 14:00,2,2011,4,17,1,14,0,0,1,21.32,25,34,26.0027,52.909,361,170,191
2011-4-17 15:00,2,2011,4,17,1,15,0,0,1,22.14,25.76,32,35.0008,53.866,388,179,209
2011-4-17 16:00,2,2011,4,17,1,16,0,0,1,22.14,25.76,30,23.9994,53.061,343,161,182
2011-4-17 17:00,2,2011,4,17,1,17,0,0,1,22.96,26.515,30,30.0026,53.268,306,143,163
2011-4-17 18:00,2,2011,4,17,1,18,0,0,1,22.96,26.515,30,26.0027,63.177,277,102,175
2011-4-17 19:00,2,2011,4,17,1,19,0,0,1,22.96,26.515,30,19.9995,64.286,210,75,135
2011-4-17 20:00,2,2011,4,17,1,20,0,0,1,21.32,25,36,12.998,68.794,141,44,97
2011-4-17 21:00,2,2011,4,17,1,21,0,0,1,20.5,24.24,42,12.998,84.337,83,13,70
2011-4-17 22:00,2,2011,4,17,1,22,0,0,1,20.5,24.24,39,7.0015,70,70,21,49
2011-4-17 23:00,2,2011,4,17,1,23,0,0,1,18.04,21.97,67,11.0014,66.071,56,19,37
2011-4-18 0:00,2,2011,4,18,2,0,0,1,1,18.86,22.725,47,6.0032,61.538,39,15,24
2011-4-18 1:00,2,2011,4,18,2,1,0,1,1,18.86,22.725,47,8.9981,42.105,19,11,8
2011-4-18 2:00,2,2011,4,18,2,2,0,1,1,17.22,21.21,67,7.0015,12.5,16,14,2
2011-4-18 3:00,2,2011,4,18,2,3,0,1,1,17.22,21.21,62,7.0015,14.286,7,6,1
2011-4-18 4:00,2,2011,4,18,2,4,0,1,1,16.4,20.455,87,11.0014,66.667,6,2,4
2011-4-18 5:00,2,2011,4,18,2,5,0,1,1,16.4,20.455,76,6.0032,100,16,0,16
2011-4-18 6:00,2,2011,4,18,2,6,0,1,1,16.4,20.455,82,0,94.444,54,3,51
2011-4-18 7:00,2,2011,4,18,2,7,0,1,1,18.86,22.725,63,0,92.857,168,12,156
2011-4-18 8:00,2,2011,4,18,2,8,0,1,1,18.86,22.725,63,0,93.266,297,20,277
2011-4-18 9:00,2,2011,4,18,2,9,0,1,2,20.5,24.24,55,7.0015,78.107,169,37,132
2011-4-18 10:00,2,2011,4,18,2,10,0,1,2,21.32,25,55,7.0015,62.385,109,41,68
2011-4-18 11:00,2,2011,4,18,2,11,0,1,2,22.14,25.76,52,6.0032,70.732,123,36,87
2011-4-18 12:00,2,2011,4,18,2,12,0,1,2,22.96,26.515,49,6.0032,67.391,184,60,124
2011-4-18 13:00,2,2011,4,18,2,13,0,1,2,22.96,26.515,49,11.0014,75.74,169,41,128
2011-4-18 14:00,2,2011,4,18,2,14,0,1,2,23.78,27.275,49,12.998,65.972,144,49,95
2011-4-18 15:00,2,2011,4,18,2,15,0,1,2,24.6,31.06,43,12.998,63.636,176,64,112
2011-4-18 16:00,2,2011,4,18,2,16,0,1,1,24.6,31.06,46,19.0012,80.488,205,40,165
2011-4-18 17:00,2,2011,4,18,2,17,0,1,1,23.78,27.275,49,19.0012,84.579,428,66,362
2011-4-18 18:00,2,2011,4,18,2,18,0,1,1,26.24,31.06,31,23.9994,88.674,362,41,321
2011-4-18 19:00,2,2011,4,18,2,19,0,1,1,22.96,26.515,46,16.9979,85.315,286,42,244
2011-4-18 20:00,2,2011,4,18,2,20,0,1,1,24.6,31.06,33,19.9995,82.424,165,29,136
2011-4-18 21:00,2,2011,4,18,2,21,0,1,1,22.96,26.515,37,19.0012,86.755,151,20,131
2011-4-18 22:00,2,2011,4,18,2,22,0,1,1,21.32,25,55,19.0012,90,90,9,81
2011-4-18 23:00,2,2011,4,18,2,23,0,1,1,20.5,24.24,59,16.9979,76.087,46,11,35
2011-4-19 0:00,2,2011,4,19,3,0,0,1,1,20.5,24.24,55,15.0013,92,25,2,23
2011-4-19 1:00,2,2011,4,19,3,1,0,1,1,18.86,22.725,63,15.0013,28.571,7,5,2
2011-4-19 2:00,2,2011,4,19,3,2,0,1,1,18.86,22.725,67,19.0012,38.462,13,8,5
2011-4-19 3:00,2,2011,4,19,3,3,0,1,1,19.68,23.485,63,15.0013,100,3,0,3
2011-4-19 4:00,2,2011,4,19,3,4,0,1,1,18.86,22.725,67,6.0032,80,5,1,4
2011-4-19 5:00,2,2011,4,19,3,5,0,1,2,18.86,22.725,72,12.998,94.444,18,1,17
2011-4-19 6:00,2,2011,4,19,3,6,0,1,2,19.68,23.485,67,0,96.923,65,2,63
2011-4-19 7:00,2,2011,4,19,3,7,0,1,2,21.32,25,55,0,88.298,188,22,166
2011-4-19 8:00,2,2011,4,19,3,8,0,1,2,20.5,24.24,68,8.9981,94.302,351,20,331
2011-4-19 9:00,2,2011,4,19,3,9,0,1,3,21.32,25,63,6.0032,85.802,162,23,139
2011-4-19 10:00,2,2011,4,19,3,10,0,1,2,20.5,24.24,72,15.0013,80,75,15,60
2011-4-19 11:00,2,2011,4,19,3,11,0,1,2,22.14,25.76,68,11.0014,73.611,72,19,53
2011-4-19 12:00,2,2011,4,19,3,12,0,1,2,22.14,25.76,64,6.0032,81.553,103,19,84
2011-4-19 13:00,2,2011,4,19,3,13,0,1,2,22.14,25.76,68,15.0013,79.845,129,26,103
2011-4-19 14:00,2,2011,4,19,3,14,0,1,2,22.14,25.76,64,12.998,82.243,107,19,88
2011-4-19 15:00,2,2011,4,19,3,15,0,1,2,22.14,25.76,65,11.0014,65.354,127,44,83
2011-4-19 16:00,2,2011,4,19,3,16,0,1,1,22.96,26.515,52,19.9995,84.375,192,30,162
2011-4-19 17:00,2,2011,4,19,3,17,0,1,1,22.96,26.515,60,7.0015,90.511,411,39,372
2011-4-19 18:00,2,2011,4,19,3,18,0,1,2,22.14,25.76,64,8.9981,89.549,421,44,377
2011-4-19 19:00,2,2011,4,19,3,19,0,1,2,20.5,24.24,72,12.998,89.855,276,28,248
2011-4-19 20:00,2,2011,4,19,3,20,0,1,2,20.5,24.24,72,15.0013,88.095,168,20,148
2011-4-19 21:00,2,2011,4,19,3,21,0,1,2,20.5,24.24,72,8.9981,93.443,122,8,114
2011-4-19 22:00,2,2011,4,19,3,22,0,1,1,19.68,23.485,77,6.0032,97.321,112,3,109
2011-4-19 23:00,2,2011,4,19,3,23,0,1,1,18.86,22.725,88,6.0032,78.846,52,11,41
2011-5-1 0:00,2,2011,5,1,1,0,0,0,1,17.22,21.21,67,6.0032,80.208,96,19,77
2011-5-1 1:00,2,2011,5,1,1,1,0,0,1,17.22,21.21,69,7.0015,84.746,59,9,50
2011-5-1 2:00,2,2011,5,1,1,2,0,0,1,17.22,21.21,77,7.0015,86,50,7,43
2011-5-1 3:00,2,2011,5,1,1,3,0,0,1,16.4,20.455,82,7.0015,65.217,23,8,15
2011-5-1 4:00,2,2011,5,1,1,4,0,0,1,16.4,20.455,76,7.0015,64.706,17,6,11
2011-5-1 5:00,2,2011,5,1,1,5,0,0,1,16.4,20.455,82,6.0032,100,10,0,10
2011-5-1 6:00,2,2011,5,1,1,6,0,0,2,16.4,20.455,82,6.0032,69.231,13,4,9
2011-5-1 7:00,2,2011,5,1,1,7,0,0,2,17.22,21.21,77,6.0032,78.788,33,7,26
2011-5-1 8:00,2,2011,5,1,1,8,0,0,2,18.04,21.97,77,8.9981,72.881,59,16,43
2011-5-1 9:00,2,2011,5,1,1,9,0,0,2,18.86,22.725,72,8.9981,68.085,141,45,96
2011-5-1 10:00,2,2011,5,1,1,10,0,0,2,19.68,23.485,63,12.998,58.712,264,109,155
2011-5-1 11:00,2,2011,5,1,1,11,0,0,1,18.86,22.725,82,7.0015,56.4,250,109,141
2011-5-1 12:00,2,2011,5,1,1,12,0,0,2,19.68,23.485,77,7.0015,61.21,281,109,172
2011-5-1 13:00,2,2011,5,1,1,13,0,0,2,20.5,24.24,63,11.0014,62.952,332,123,209
2011-5-1 14:00,2,2011,5,1,1,14,0,0,2,20.5,24.24,68,7.0015,64.286,238,85,153
2011-5-1 15:00,2,2011,5,1,1,15,0,0,2,20.5,24.24,72,0,57.519,266,113,153
2011-5-1 16:00,2,2011,5,1,1,16,0,0,2,20.5,24.24,72,12.998,64.953,214,75,139
2011-5-1 17:00,2,2011,5,1,1,17,0,0,2,19.68,23.485,82,16.9979,69.388,196,60,136
2011-5-1 18:00,2,2011,5,1,1,18,0,0,2,18.86,22.725,82,6.0032,79.245,159,33,126
2011-5-1 19:00,2,2011,5,1,1,19,0,0,2,18.86,22.725,84,7.0015,73.596,178,47,131
2011-5-1 20:00,2,2011,5,1,1,20,0,0,2,18.86,22.725,82,0,71.074,121,35,86
2011-5-1 21:00,2,2011,5,1,1,21,0,0,2,18.86,22.725,82,0,78.095,105,23,82
2011-5-1 22:00,2,2011,5,1,1,22,0,0,2,18.86,22.725,82,0,68,100,32,68
2011-5-1 23:00,2,2011,5,1,1,23,0,0,1,18.86,22.725,77,12.998,56.164,146,64,82
2011-5-2 0:00,2,2011,5,2,2,0,0,1,1,18.86,22.725,72,8.9981,61.582,177,68,109
2011-5-2 1:00,2,2011,5,2,2,1,0,1,1,18.86,22.725,72,8.9981,64.035,114,41,73
2011-5-2 2:00,2,2011,5,2,2,2,0,1,2,18.04,21.97,77,15.0013,54.286,35,16,19
2011-5-2 3:00,2,2011,5,2,2,3,0,1,1,18.04,21.97,77,8.9981,43.75,16,9,7
2011-5-2 4:00,2,2011,5,2,2,4,0,1,1,18.04,21.97,77,11.0014,47.059,17,9,8
2011-5-2 5:00,2,2011,5,2,2,5,0,1,2,18.04,21.97,77,8.9981,80,20,4,16
2011-5-2 6:00,2,2011,5,2,2,6,0,1,1,18.04,21.97,88,7.0015,95.161,62,3,59
2011-5-2 7:00,2,2011,5,2,2,7,0,1,2,18.86,22.725,82,22.0028,92.344,209,16,193
2011-5-2 8:00,2,2011,5,2,2,8,0,1,2,19.68,23.485,77,15.0013,94.34,371,21,350
2011-5-2 9:00,2,2011,5,2,2,9,0,1,2,20.5,24.24,77,19.0012,76.163,172,41,131
2011-5-2 10:00,2,2011,5,2,2,10,0,1,2,22.14,25.76,77,15.0013,71.296,108,31,77
2011-5-2 11:00,2,2011,5,2,2,11,0,1,1,23.78,27.275,73,19.9995,73.846,130,34,96
2011-5-2 12:00,2,2011,5,2,2,12,0,1,1,25.42,30.305,69,15.0013,78.61,187,40,147
2011-5-2 13:00,2,2011,5,2,2,13,0,1,2,25.42,30.305,69,12.998,70,170,51,119
2011-5-2 14:00,2,2011,5,2,2,14,0,1,1,26.24,30.305,69,15.0013,73.481,181,48,133
2011-5-2 15:00,2,2011,5,2,2,15,0,1,1,27.06,31.06,61,12.998,70.968,155,45,110
2011-5-2 16:00,2,2011,5,2,2,16,0,1,1,27.06,31.06,61,15.0013,81.784,269,49,220
2011-5-2 17:00,2,2011,5,2,2,17,0,1,1,27.06,31.06,65,12.998,87.896,537,65,472
2011-5-2 18:00,2,2011,5,2,2,18,0,1,2,26.24,30.305,65,12.998,86.873,518,68,450
2011-5-2 19:00,2,2011,5,2,2,19,0,1,2,25.42,30.305,69,8.9981,85.35,314,46,268
2011-5-2 20:00,2,2011,5,2,2,20,0,1,2,25.42,30.305,69,8.9981,79.817,218,44,174
2011-5-2 21:00,2,2011,5,2,2,21,0,1,2,24.6,29.545,73,7.0015,76.724,232,54,178
2011-5-2 22:00,2,2011,5,2,2,22,0,1,2,24.6,29.545,73,0,77.6,125,28,97
2011-5-2 23:00,2,2011,5,2,2,23,0,1,2,22.96,26.515,83,12.998,75,64,16,48
2011-5-3 0:00,2,2011,5,3,3,0,0,1,2,22.96,26.515,83,15.0013,100,16,0,16
2011-5-3 1:00,2,2011,5,3,3,1,0,1,2,22.96,26.515,78,16.9979,100,14,0,14
2011-5-3 2:00,2,2011,5,3,3,2,0,1,2,22.96,26.515,78,16.9979,100,5,0,5
2011-5-3 3:00,2,2011,5,3,3,3,0,1,1,22.14,25.76,83,19.0012,100,2,0,2
2011-5-3 4:00,2,2011,5,3,3,4,0,1,1,21.32,25,88,15.0013,25,4,3,1
2011-5-3 5:00,2,2011,5,3,3,5,0,1,1,21.32,25,88,8.9981,100,14,0,14
2011-5-3 6:00,2,2011,5,3,3,6,0,1,2,21.32,25,94,11.0014,93.578,109,7,102
2011-5-3 7:00,2,2011,5,3,3,7,0,1,2,22.14,25.76,88,15.0013,93.585,265,17,248
2011-5-3 8:00,2,2011,5,3,3,8,0,1,2,22.96,26.515,83,19.0012,94.771,459,24,435
2011-5-3 9:00,2,2011,5,3,3,9,0,1,2,24.6,28.79,78,23.9994,84.409,186,29,157
2011-5-3 10:00,2,2011,5,3,3,10,0,1,2,26.24,30.305,69,23.9994,71.654,127,36,91
2011-5-3 11:00,2,2011,5,3,3,11,0,1,2,27.06,31.06,65,22.0028,85.714,140,20,120
2011-5-3 12:00,2,2011,5,3,3,12,0,1,2,27.88,31.82,61,32.9975,77.88,217,48,169
2011-5-3 13:00,2,2011,5,3,3,13,0,1,2,28.7,32.575,58,40.9973,74.227,194,50,144
2011-5-3 14:00,2,2011,5,3,3,14,0,1,2,28.7,32.575,58,35.0008,77.215,158,36,122
2011-5-3 15:00,2,2011,5,3,3,15,0,1,2,28.7,32.575,58,30.0026,75.974,154,37,117
2011-5-3 16:00,2,2011,5,3,3,16,0,1,1,29.52,33.335,54,31.0009,83.026,271,46,225
2011-5-3 17:00,2,2011,5,3,3,17,0,1,1,28.7,32.575,54,31.0009,89.749,517,53,464
2011-5-3 18:00,2,2011,5,3,3,18,0,1,1,28.7,32.575,48,27.9993,89.154,544,59,485
2011-5-3 19:00,2,2011,5,3,3,19,0,1,1,27.88,31.82,57,23.9994,88.493,365,42,323
2011-5-3 20:00,2,2011,5,3,3,20,0,1,1,27.06,31.06,61,12.998,90.345,290,28,262
2011-5-3 21:00,2,2011,5,3,3,21,0,1,2,26.24,31.06,61,30.0026,81.333,225,42,183
2011-5-3 22:00,2,2011,5,3,3,22,0,1,2,23.78,27.275,60,26.0027,87.611,113,14,99
2011-5-3 23:00,2,2011,5,3,3,23,0,1,2,22.96,26.515,68,22.0028,80.645,62,12,50
2011-5-4 0:00,2,2011,5,4,4,0,0,1,3,21.32,25,77,11.0014,81.481,27,5,22
2011-5-4 1:00,2,2011,5,4,4,1,0,1,3,20.5,24.24,82,19.0012,85.714,7,1,6
2011-5-4 2:00,2,2011,5,4,4,2,0,1,3,20.5,24.24,82,19.0012,100,4,0,4
2011-5-4 3:00,2,2011,5,4,4,3,0,1,3,17.22,21.21,88,35.0008,100,1,0,1
2011-5-4 4:00,2,2011,5,4,4,4,0,1,3,15.58,19.695,94,22.0028,66.667,3,1,2
2011-5-4 5:00,2,2011,5,4,4,5,0,1,3,14.76,16.665,87,22.0028,88.889,9,1,8
2011-5-4 6:00,2,2011,5,4,4,6,0,1,3,13.94,15.15,93,26.0027,100,21,0,21
2011-5-4 7:00,2,2011,5,4,4,7,0,1,3,13.94,15.15,93,23.9994,88.462,52,6,46
2011-5-4 8:00,2,2011,5,4,4,8,0,1,3,13.94,15.15,93,26.0027,93.671,79,5,74
2011-5-4 9:00,2,2011,5,4,4,9,0,1,3,13.94,15.15,93,23.9994,87.5,40,5,35
2011-5-4 10:00,2,2011,5,4,4,10,0,1,2,13.94,15.91,93,19.0012,83.871,31,5,26
2011-5-4 11:00,2,2011,5,4,4,11,0,1,1,16.4,20.455,82,22.0028,95.833,72,3,69
2011-5-4 12:00,2,2011,5,4,4,12,0,1,2,18.04,21.97,62,23.9994,84.677,124,19,105
2011-5-4 13:00,2,2011,5,4,4,13,0,1,2,18.86,22.725,59,30.0026,89.51,143,15,128
2011-5-4 14:00,2,2011,5,4,4,14,0,1,1,20.5,24.24,51,26.0027,87.85,107,13,94
2011-5-4 15:00,2,2011,5,4,4,15,0,1,1,19.68,23.485,51,27.9993,82.946,129,22,107
2011-5-4 16:00,2,2011,5,4,4,16,0,1,1,20.5,24.24,45,31.0009,88.718,195,22,173
2011-5-4 17:00,2,2011,5,4,4,17,0,1,1,16.4,20.455,71,16.9979,94.634,410,22,388
2011-5-4 18:00,2,2011,5,4,4,18,0,1,1,17.22,21.21,67,16.9979,92.677,396,29,367
2011-5-4 19:00,2,2011,5,4,4,19,0,1,1,17.22,21.21,58,23.9994,89.865,296,30,266
2011-5-4 20:00,2,2011,5,4,4,20,0,1,1,16.4,20.455,62,22.0028,91.099,191,17,174
2011-5-4 21:00,2,2011,5,4,4,21,0,1,1,16.4,20.455,62,11.0014,88.667,150,17,133
2011-5-4 22:00,2,2011,5,4,4,22,0,1,1,15.58,19.695,62,15.0013,89.888,89,9,80
2011-5-4 23:00,2,2011,5,4,4,23,0,1,1,14.76,17.425,62,15.0013,85.965,57,8,49
2011-5-5 0:00,2,2011,5,5,5,0,0,1,1,14.76,17.425,66,12.998,85.185,27,4,23
2011-5-5 1:00,2,2011,5,5,5,1,0,1,1,13.94,16.665,71,12.998,60,10,4,6
2011-5-5 2:00,2,2011,5,5,5,2,0,1,1,13.94,15.91,66,15.0013,80,5,1,4
2011-5-5 3:00,2,2011,5,5,5,3,0,1,1,13.94,15.91,66,16.9979,100,4,0,4
2011-5-5 4:00,2,2011,5,5,5,4,0,1,1,13.94,15.91,66,16.9979,42.857,7,4,3
2011-5-5 5:00,2,2011,5,5,5,5,0,1,1,13.94,15.91,66,16.9979,96.667,30,1,29
2011-5-5 6:00,2,2011,5,5,5,6,0,1,1,13.94,15.91,66,16.9979,96.629,89,3,86
2011-5-5 7:00,2,2011,5,5,5,7,0,1,1,15.58,19.695,58,16.9979,94.096,271,16,255
2011-5-5 8:00,2,2011,5,5,5,8,0,1,1,17.22,21.21,50,16.9979,94.318,440,25,415
2011-5-5 9:00,2,2011,5,5,5,9,0,1,1,18.86,22.725,44,19.0012,89.13,184,20,164
2011-5-5 10:00,2,2011,5,5,5,10,0,1,1,20.5,24.24,39,19.0012,76.563,128,30,98
2011-5-5 11:00,2,2011,5,5,5,11,0,1,1,21.32,25,36,30.0026,70.946,148,43,105
